timestamp,route,edge,capital_before,capital_after
2025-01-20 17:04:00+00:00,B,0.00034294998552253375,1.0,1.0003429499855225
2025-01-20 17:05:00+00:00,B,0.0008504522637586831,1.0003429499855225,1.0011936939118729
